kepoi_name,kepler_name,change,koi_period,koi_prad,koi_insol,koi_steff,koi_tce_delivname,p_planet_2020
K06156.01,,CANDIDATE → FALSE POSITIVE,1.608363345,19.36,390.1,5022.0,q1_q17_dr25_tce,0.18545637601640472
K02860.01,Kepler-1883 b,CANDIDATE → CONFIRMED,103.4269873,3.16,7.08,6208.0,q1_q17_dr25_tce,0.9593476377883978
K06100.02,,FALSE POSITIVE → CANDIDATE,117.684591,1.52,10.46,6362.0,q1_q16_tce,0.3778417098014225
K06906.01,,CANDIDATE → FALSE POSITIVE,1.74336627,140.49,4006.15,6640.0,q1_q17_dr24_tce,0.1673221495026856
K01319.02,,FALSE POSITIVE → CANDIDATE,142.685885,2.76,2.43,5767.0,q1_q16_tce,0.8475410927613702
K02768.03,,CANDIDATE → FALSE POSITIVE,11.83271013,1.17,66.51,5639.0,q1_q17_dr25_tce,0.8322280934290212
K05536.01,,FALSE POSITIVE → CANDIDATE,392.72811,1.85,0.62,5701.0,q1_q16_tce,0.18052334278903895
K03907.01,,CANDIDATE → FALSE POSITIVE,28.64338839,5.82,136.32,6507.0,q1_q17_dr25_tce,0.8775454063535204
K08217.01,,FALSE POSITIVE → CANDIDATE,277.25118,5.02,2.02,6046.0,q1_q17_dr25_tce,0.4589541201509978
K02241.01,Kepler-1812 b,CANDIDATE → CONFIRMED,7.16520428,2.31,270.34,6174.0,q1_q17_dr25_tce,0.9570642102309753
K08221.01,,FALSE POSITIVE → CANDIDATE,293.38641,1.35,3.43,6392.0,q1_q17_dr25_tce,0.450164203740967
K07988.01,,FALSE POSITIVE → CANDIDATE,333.486169,19.3,22.68,4989.0,q1_q17_dr25_tce,0.26248655427737333
K02802.01,Kepler-1691 b,CANDIDATE → CONFIRMED,3.84822189,1.72,641.53,5927.0,q1_q17_dr25_tce,0.9117542416589535
K02890.01,Kepler-1884 b,CANDIDATE → CONFIRMED,8.98826122,1.39,131.92,5984.0,q1_q17_dr25_tce,0.8799378687701455
K08061.01,,CANDIDATE → FALSE POSITIVE,0.719741,0.57,4398.76,6014.0,q1_q17_dr25_tce,0.0498789676196873
K02597.03,Kepler-394 d,CANDIDATE → CONFIRMED,5.61357653,1.41,435.61,6398.0,q1_q17_dr25_tce,0.8708566887998759
K01751.02,Kepler-949 c,FALSE POSITIVE → CONFIRMED,20.99757968,2.97,27.2,5211.0,q1_q17_dr25_tce,0.9875950006830637
K01175.02,Kepler-784 c,CANDIDATE → CONFIRMED,17.157236,1.55,119.87,5676.0,q1_q17_dr25_tce,0.9432620895073437
K02687.02,Kepler-1869 b,CANDIDATE → CONFIRMED,8.16733851,1.03,132.43,5808.0,q1_q17_dr25_tce,0.8700105832263653
K02716.02,Kepler-1322 c,CANDIDATE → CONFIRMED,6.46004728,1.8,144.06,5704.0,q1_q17_dr25_tce,0.9558253903420163
K08117.01,,FALSE POSITIVE → CANDIDATE,0.933745798,3.45,4570.22,6367.0,q1_q17_dr25_tce,0.0434033346557416
K03226.01,,CANDIDATE → FALSE POSITIVE,4.29388808,1.68,1302.16,6615.0,q1_q17_dr25_tce,0.7821384481505005
K07973.01,,FALSE POSITIVE → CANDIDATE,1.33199285,,,,q1_q17_dr25_tce,0.15644931385559774
K08297.01,,FALSE POSITIVE → CANDIDATE,229.957537,43.78,9.22,6419.0,q1_q17_dr25_tce,0.3788286233020645
K00929.02,Kepler-730 c,CANDIDATE → CONFIRMED,2.85188338,1.23,903.77,6123.0,q1_q17_dr25_tce,0.6844514167915164
K03741.04,Kepler-1518 c,FALSE POSITIVE → CONFIRMED,9.6310258,2.9,338.33,6432.0,q1_q17_dr25_tce,0.9328589768077966
K03191.02,,CANDIDATE → FALSE POSITIVE,371.17573,4.07,32.64,9030.0,q1_q17_dr25_tce,0.0456400928966082
K03761.01,,FALSE POSITIVE → CANDIDATE,164.950399,11.23,0.95,5001.0,q1_q17_dr25_tce,0.10058785207281823
K03875.01,,CANDIDATE → FALSE POSITIVE,8.870415578,39.46,414.26,6022.0,q1_q17_dr25_tce,0.31193985965050314
