kepoi_name,kepid,kepler_name,koi_pdisposition,koi_score,ra,dec,koi_disposition,koi_disposition_2020,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_prad_err1,koi_prad_err2,koi_insol_err1,koi_insol_err2,seff_recent_venus,seff_runaway_greenhouse,seff_maximum_greenhouse,seff_early_mars,teff_in_range,hz_conservative,hz_optimistic,hz_conservative_possible,rocky,super_earth,sunlike_host,grazing,p_candidate,p_confirmed,p_false_positive,p_planet_like,model_verdict,p_planet_like_2020model
K07315.01,10345862,,FALSE POSITIVE,0.0,294.25418,47.43779,FALSE POSITIVE,FALSE POSITIVE,58.28819056,0.499,21.6014,156160.0,42.57,462.0,10.79,2927.4,5463.0,4.353,1.044,14.231,11.66,-7.79,8.92,-4.42,1.7112272215160023,1.0666084783344612,0.33670480299676403,0.30265584739395845,True,False,False,False,False,False,False,False,0.00563,0.00791,0.98646,0.01354,FALSE POSITIVE,0.00129
K07441.01,11359305,,FALSE POSITIVE,0.0,295.98428,49.130249,FALSE POSITIVE,FALSE POSITIVE,28.487107336,1.175,3.77887,37662.9,116.84,963.0,202.98,658.2,6351.0,3.814,2.385,13.363,21.61,-40.12,110.67,-124.62,1.90341522240927,1.186456681754674,0.39113539406759484,0.35158258937893844,True,False,False,False,False,False,True,True,0.03237,0.00208,0.96555,0.03445,FALSE POSITIVE,0.0553
K07442.01,11391181,,FALSE POSITIVE,0.0,284.99454,49.228161,FALSE POSITIVE,FALSE POSITIVE,8.61733907,0.825,4.05563,185861.0,51.79,796.0,94.74,1542.6,5387.0,4.482,0.87,15.257,9.89,-6.07,58.03,-29.3,1.6967020192505575,1.0575509139536123,0.33219103918730347,0.29859847305267456,True,False,False,False,False,False,False,False,0.00541,0.00208,0.99251,0.00749,FALSE POSITIVE,0.0017
K07446.01,11455795,,FALSE POSITIVE,0.368,292.18417,49.31004,FALSE POSITIVE,CANDIDATE,1.057335679,0.262,1.5795,47337.0,14.59,1276.0,623.51,476.0,4664.0,4.594,0.683,15.414,1.15,-1.28,184.18,-164.28,1.5828797088480622,0.9865792428568037,0.29282664483618365,0.2632134149024233,True,False,False,False,False,False,False,False,0.12154,0.00257,0.8759,0.1241,FALSE POSITIVE,0.44982
K07447.01,11457191,,FALSE POSITIVE,0.0,292.92563,49.34734,FALSE POSITIVE,FALSE POSITIVE,1.149198426,1.167,4.1603,37721.0,42.03,1690.0,1922.43,164.2,5858.0,4.486,0.867,14.554,11.01,-4.7,1484.56,-564.14,1.7928084720517317,1.117481713145911,0.36082217237881026,0.32433456177330744,True,False,False,False,False,False,True,True,0.01442,0.00744,0.97814,0.02186,FALSE POSITIVE,0.05624
K07448.01,11462556,,FALSE POSITIVE,,295.38477,49.333672,FALSE POSITIVE,FALSE POSITIVE,2.50012775,0.9917,28.2,49.9,1.66,1977.0,3611.69,17.6,6923.0,4.12,1.664,11.27,0.86,-0.41,5553.07,-1819.47,2.028060793251966,1.2641875488533243,0.42302585307031143,0.380248907740393,True,False,False,False,False,True,False,False,0.15672,0.00724,0.83603,0.16397,FALSE POSITIVE,0.18489
K06262.01,2283362,,CANDIDATE,,286.11075,37.611851,CANDIDATE,CANDIDATE,0.673141323,0.1065,0.921,229.5,1.29,1834.0,2675.15,10.5,5461.0,4.552,0.858,15.771,0.44,-0.09,2685.11,-594.1,1.7108395263923082,1.0663667200073073,0.336585339802907,0.30254846333997426,True,False,False,False,True,True,False,False,0.38737,0.01222,0.60042,0.39958,FALSE POSITIVE,0.58195
K06263.01,2301068,,CANDIDATE,0.994,291.02719,37.613911,CANDIDATE,CANDIDATE,8.60965352,0.213,2.218,63.2,3.33,1550.0,1365.41,9.9,5418.0,3.447,4.233,12.765,0.61,-2.47,838.61,-1285.19,1.7025748343957483,1.0612130493505172,0.33402562552030474,0.30024756459432106,True,False,False,False,False,False,False,False,0.7257,0.02647,0.24783,0.75217,CANDIDATE,0.83629
K06264.01,2305372,,FALSE POSITIVE,0.0,291.99033,37.672749,FALSE POSITIVE,FALSE POSITIVE,1.40469182,0.597,6.26327,702439.0,217.25,2263.0,6187.57,2651.1,6230.0,4.043,1.863,13.821,40.35,-49.32,2938.3,-2693.03,1.87590854364375,1.16930325043125,0.383799066265625,0.3449880735181251,True,False,False,False,False,False,True,False,0.00563,0.00791,0.98646,0.01354,FALSE POSITIVE,0.00774
K06266.01,2308957,,FALSE POSITIVE,0.0,292.75183,37.603539,FALSE POSITIVE,FALSE POSITIVE,1.109841858,0.12,8.11952,300713.0,177.78,2944.0,17830.7,2082.6,5788.0,3.607,3.211,14.52,36.93,-64.61,9607.62,-10987.17,1.7777104142874747,1.1080666069383944,0.35649378703234047,0.3204438561904595,True,False,False,False,False,False,True,False,0.00555,0.00214,0.99232,0.00768,FALSE POSITIVE,0.00572
K06267.01,2422820,,CANDIDATE,1.0,286.13458,37.799881,CANDIDATE,CANDIDATE,13.8911152,0.168,5.062,204.9,1.12,674.0,48.8,10.3,5472.0,4.499,0.79,15.365,0.18,-0.14,25.5,-15.91,1.712975419916038,1.0676986178608203,0.3372428215521645,0.3031394658295437,True,False,False,False,True,True,False,False,0.61831,0.0444,0.33729,0.66271,CANDIDATE,0.86785
K06268.01,2437452,,FALSE POSITIVE,0.0,290.22617,37.75964,FALSE POSITIVE,FALSE POSITIVE,7.234965722,0.548,7.0245,164848.0,34.03,843.0,119.12,671.3,5653.0,4.573,0.798,16.981,8.79,-2.94,95.5,-32.16,1.7493078263636068,1.0903549538266624,0.34819662274019664,0.3129856795482624,True,False,False,False,False,False,True,False,0.01109,0.00207,0.98684,0.01316,FALSE POSITIVE,0.00217
K06394.01,4180396,,FALSE POSITIVE,0.0,296.54669,39.226372,FALSE POSITIVE,FALSE POSITIVE,3.684337918,1.045,2.1931,76.7,12.52,2481.0,8964.2,31.4,9609.0,4.149,2.108,10.483,5.03,-3.36,10731.72,-4961.53,,,,,False,False,False,False,False,False,False,True,0.01945,0.01085,0.96969,0.03031,FALSE POSITIVE,0.087
K06395.01,4245897,,FALSE POSITIVE,0.0,286.3909,39.334389,FALSE POSITIVE,FALSE POSITIVE,11.2570616,0.0,29.059,690235.0,162.84,1272.0,619.07,655.2,6915.0,4.012,1.875,12.538,45.33,-55.41,525.79,-396.95,2.0264515513090147,1.2631839941351433,0.4226271626855265,0.3798905169809218,True,False,False,False,False,False,False,False,0.01414,0.00207,0.9838,0.0162,FALSE POSITIVE,0.01075
K06396.01,4252226,,FALSE POSITIVE,0.0,288.72693,39.337742,FALSE POSITIVE,FALSE POSITIVE,21.858963291,0.969,6.32492,117113.0,114.63,925.0,172.73,2951.2,5923.0,3.904,2.06,13.916,22.64,-52.92,106.15,-128.97,1.8070225276862817,1.1263455924181924,0.3648496676629214,0.3279548014623037,True,False,False,False,False,False,True,False,0.00542,0.00209,0.99249,0.00751,FALSE POSITIVE,0.01114
K06400.01,4281895,,FALSE POSITIVE,0.0,296.05179,39.39497,FALSE POSITIVE,FALSE POSITIVE,9.543584955,0.985,3.72007,68184.5,77.97,1141.0,401.55,3442.2,5537.0,3.837,1.785,12.256,23.46,-46.96,371.79,-343.86,1.7257712400399503,1.0756778519386776,0.34114867912428243,0.30665039030505464,True,False,False,False,False,False,True,False,0.00541,0.00208,0.99251,0.00749,FALSE POSITIVE,0.01197
K06401.01,4282390,,CANDIDATE,0.998,296.14655,39.396938,CANDIDATE,CANDIDATE,1.96134311,1.159,11.856,207.8,41.53,2167.0,5197.02,59.5,6221.0,3.935,2.198,13.749,7.99,-9.77,2550.73,-2310.66,1.8738642616028391,1.1680284189253058,0.38324897243894823,0.3444936031394202,True,False,False,False,False,False,True,True,0.03231,0.00733,0.96036,0.03964,FALSE POSITIVE,0.04391
K06518.01,5095269,,FALSE POSITIVE,0.0,290.55194,40.23502,FALSE POSITIVE,FALSE POSITIVE,18.611957253,0.952,4.24721,124833.0,65.5,829.0,111.83,2671.7,6492.0,4.32,1.17,13.528,19.26,-10.36,94.82,-41.63,1.9353204108323758,1.2063531394094242,0.39950073842848766,0.359102104319119,True,False,False,False,False,False,True,False,0.00563,0.00791,0.98646,0.01354,FALSE POSITIVE,0.00911
K06519.01,5097278,,FALSE POSITIVE,,291.1962,40.261959,FALSE POSITIVE,FALSE POSITIVE,0.73240662,0.8618,4.33,329.0,3.65,3191.0,24515.44,15.3,7392.0,4.135,1.772,11.396,2.41,-0.62,51936.38,-10374.89,,,,,False,False,False,False,False,False,False,False,0.04145,0.0021,0.95644,0.04356,FALSE POSITIVE,0.06113
K06522.01,5112198,,FALSE POSITIVE,0.0,295.25665,40.257511,FALSE POSITIVE,FALSE POSITIVE,3.21559054,1.153,16.261,202.4,18.8,1366.0,822.2,87.1,6300.0,4.414,1.036,14.128,5.9,-2.1,755.26,-254.93,1.89182189269248,1.1792269614310402,0.38805791255679994,0.348816284500224,True,False,False,False,False,False,True,True,0.03229,0.00792,0.95978,0.04022,FALSE POSITIVE,0.01621
K06523.01,5113809,,FALSE POSITIVE,0.0,295.55603,40.233089,FALSE POSITIVE,FALSE POSITIVE,1.547426532,0.947,16.1346,532.9,3.62,1973.0,3587.69,210.1,6612.0,4.303,1.264,13.755,1.08,-0.58,3058.33,-1377.09,1.9620938393352931,1.22304942458087,0.40640915149324286,0.36531203582180716,True,False,False,False,False,False,False,False,0.03605,0.04786,0.91609,0.08391,FALSE POSITIVE,0.08595
K06524.01,5115178,,FALSE POSITIVE,0.0,295.84485,40.280869,FALSE POSITIVE,FALSE POSITIVE,12.851722103,1.15,5.71731,42518.6,47.26,781.0,88.01,1537.8,5838.0,4.438,0.967,15.205,13.78,-5.91,75.36,-29.17,1.788471376180972,1.11477710835735,0.35958426179487746,0.3232218270414159,True,False,False,False,False,False,True,True,0.04052,0.00786,0.95162,0.04838,FALSE POSITIVE,0.00579
K06525.01,5115379,,FALSE POSITIVE,,295.88437,40.27766,FALSE POSITIVE,FALSE POSITIVE,4.2055797,0.9883,19.4,100.5,1.8,1345.0,773.19,71.7,6190.0,4.261,1.259,13.394,1.0,-0.33,1301.61,-319.95,1.8668284314618302,1.16364081888709,0.381350370824425,0.342786981757629,True,False,False,False,False,True,True,False,0.01396,0.04244,0.9436,0.0564,FALSE POSITIVE,0.09349
K06653.01,6045093,,CANDIDATE,,292.64594,41.353039,CANDIDATE,CANDIDATE,28.2682167,0.5643,1.355,197.0,1.22,526.0,18.12,6.0,5496.0,4.564,0.838,14.927,0.47,-0.09,21.38,-4.12,1.7176655812554096,1.0706233084648933,0.33868094149307965,0.30443217392259864,True,False,False,False,True,True,False,False,0.58584,0.00732,0.40684,0.59316,CANDIDATE,0.53102
K06654.01,6046311,,FALSE POSITIVE,0.0,293.02133,41.355999,FALSE POSITIVE,FALSE POSITIVE,0.957476003,0.327,0.6624,450.7,2.47,2138.0,4953.98,20.2,6312.0,4.338,1.122,13.483,0.72,-0.39,4229.46,-1872.03,1.8945505442258084,1.1809285757846397,0.38878411864103485,0.349469060579637,True,False,False,False,False,False,True,False,0.25449,0.03701,0.70849,0.29151,FALSE POSITIVE,0.43919
K06656.01,6048255,,FALSE POSITIVE,0.0,293.60648,41.306278,FALSE POSITIVE,FALSE POSITIVE,0.57627248,,1.75,,,,31519.61,,,,,13.865,,,55406.99,-15480.71,,,,,False,False,False,False,False,False,False,False,0.06825,0.00201,0.92974,0.07026,FALSE POSITIVE,0.03203
K06657.01,6057750,,CANDIDATE,0.184,296.104,41.36927,CANDIDATE,FALSE POSITIVE,1.6037058,0.729,9.067,32.8,1.54,2492.0,9138.09,22.4,6400.0,3.877,2.512,13.7,0.37,-0.33,5555.35,-3791.05,1.91453669991408,1.1933921599278399,0.3940683601828,0.354218995508304,True,False,False,False,True,True,True,False,0.11746,0.02161,0.86093,0.13907,FALSE POSITIVE,0.08138
K06659.01,6063448,,FALSE POSITIVE,0.0,297.40732,41.329769,FALSE POSITIVE,FALSE POSITIVE,76.01811375,0.788,13.4849,80671.0,63.58,652.0,42.65,604.3,6703.0,4.018,1.892,13.755,16.03,-22.05,32.09,-27.11,1.982010489733396,1.2354697576665339,0.4114855965743036,0.3698752500199983,True,False,False,False,False,False,False,False,0.03157,0.00203,0.9664,0.0336,FALSE POSITIVE,0.01544
K06660.01,6066107,,FALSE POSITIVE,,298.06454,41.308311,FALSE POSITIVE,FALSE POSITIVE,0.82883944,,1.83,,,,,,,,,11.597,,,,,,,,,False,False,False,False,False,False,False,False,0.07839,0.00231,0.9193,0.0807,FALSE POSITIVE,0.17252
K07884.01,8391983,,CANDIDATE,0.118,299.77228,44.363022,CANDIDATE,CANDIDATE,0.70965042,0.145,1.318,223.4,1.49,2036.0,4086.46,9.4,5618.0,4.373,1.002,15.444,0.4,-0.27,3316.23,-1646.68,1.742116057821841,1.0858702469231318,0.34606075472179265,0.31106578210408176,True,False,False,False,True,True,True,False,0.53244,0.0246,0.44296,0.55704,CANDIDATE,0.64484
K06787.01,6890618,,FALSE POSITIVE,0.0,298.62164,42.39423,FALSE POSITIVE,FALSE POSITIVE,1.574063832,1.237,5.6357,1118.1,28.63,1619.0,1622.84,145.3,5951.0,4.411,0.962,14.636,7.38,-4.29,1232.03,-583.69,1.8131970236727373,1.1301960149723396,0.36658559386060685,0.3295151927010058,True,False,False,False,False,False,True,True,0.03119,0.0417,0.92711,0.07289,FALSE POSITIVE,0.03858
K06788.01,6925263,,FALSE POSITIVE,,282.80841,42.486778,FALSE POSITIVE,FALSE POSITIVE,2.51989935,0.4448,1.55,147.2,1.04,1217.0,519.13,7.7,5646.0,4.549,0.841,15.604,0.44,-0.09,660.61,-122.3,1.7478634762569323,1.0894542721229974,0.3477688642605926,0.3126011744352683,True,False,False,False,True,True,True,False,0.36913,0.025,0.60587,0.39413,FALSE POSITIVE,0.80702
K06789.01,6927629,,FALSE POSITIVE,0.0,283.90543,42.441891,FALSE POSITIVE,FALSE POSITIVE,3.867613816,0.553,5.36467,340908.0,69.23,1203.0,494.75,1379.1,5780.0,4.364,1.046,15.244,19.72,-12.18,413.88,-197.21,1.776,1.107,0.356,0.32,True,False,False,False,False,False,True,False,0.00562,0.00789,0.98649,0.01351,FALSE POSITIVE,0.0019
K06791.01,6936977,,FALSE POSITIVE,0.0,287.95151,42.413189,FALSE POSITIVE,FALSE POSITIVE,36.473115046,1.003,2.91005,161926.0,53.1,467.0,11.24,1899.1,5452.0,4.594,0.766,14.359,10.19,-4.72,6.71,-2.87,1.7090984872527173,1.065281046175781,0.3360481945415372,0.30206562971817125,True,False,False,False,False,False,False,True,0.00567,0.00208,0.99225,0.00775,FALSE POSITIVE,0.0012
K06792.01,6939670,,FALSE POSITIVE,0.0,288.96494,42.469391,FALSE POSITIVE,FALSE POSITIVE,4.238855579,1.031,5.2235,68002.0,38.01,1044.0,280.82,374.8,5655.0,4.482,0.804,14.858,6.81,-5.58,157.8,-99.48,1.7497210407714845,1.0906126301269532,0.34831889123535154,0.31309558469238274,True,False,False,False,False,False,True,True,0.03157,0.00203,0.9664,0.0336,FALSE POSITIVE,0.00945
K06918.01,7811211,,CANDIDATE,,287.57062,43.531738,CANDIDATE,CANDIDATE,0.902403563,0.8925,1.7129,4759.5,6.17,1688.0,1919.35,220.3,5776.0,4.599,0.755,14.596,2.59,-0.41,2407.97,-410.85,1.7751460061316873,1.1064674533312178,0.35575318737252926,0.3197781445998077,True,False,False,False,False,False,True,False,0.23207,0.12187,0.64606,0.35394,FALSE POSITIVE,0.2633
K06919.01,7812893,,CANDIDATE,0.409,288.37213,43.591221,CANDIDATE,FALSE POSITIVE,8.7998722,0.344,1.153,270.3,1.09,577.0,26.18,7.4,4298.0,4.603,0.675,15.86,0.05,-0.09,5.79,-6.99,1.5434942200648734,0.9620268284845873,0.27599518487977986,0.2480825571753197,True,False,False,False,True,True,False,False,0.69376,0.04698,0.25925,0.74075,CANDIDATE,0.85057
K06921.01,7816935,,CANDIDATE,0.954,290.00784,43.502129,CANDIDATE,CANDIDATE,6.87778029,0.08,3.199,124.0,1.19,1052.0,289.51,10.1,6274.0,4.434,1.062,15.099,0.4,-0.14,290.38,-91.78,1.8859096180730102,1.1755400100202176,0.3864803810118855,0.3473982650672098,True,False,False,False,True,True,True,False,0.8545,0.03117,0.11433,0.88567,CANDIDATE,0.89957
K06922.01,7838639,,FALSE POSITIVE,0.0,296.91443,43.519451,FALSE POSITIVE,FALSE POSITIVE,2.113197701,0.909,3.46341,57315.5,50.13,1825.0,2624.42,1048.1,6215.0,4.138,1.463,13.774,14.29,-14.29,2257.94,-1452.08,1.8725017702613644,1.167178758054193,0.3828819555746516,0.3441636977102268,True,False,False,False,False,False,True,False,0.03251,0.00792,0.95957,0.04043,FALSE POSITIVE,0.06623
K06924.01,7847927,,FALSE POSITIVE,0.0,299.13303,43.527111,FALSE POSITIVE,FALSE POSITIVE,70.37626987,0.944,6.4205,116050.0,40.43,373.0,4.59,759.7,5458.0,4.603,0.755,15.108,8.08,-3.22,2.84,-1.1,1.7102585266417218,1.0660044211803301,0.33640621132079424,0.30238744684941493,True,False,False,False,False,False,False,False,0.01405,0.00784,0.97811,0.02189,FALSE POSITIVE,0.03056
K07051.01,8526387,,FALSE POSITIVE,0.089,301.35458,44.524948,FALSE POSITIVE,FALSE POSITIVE,0.772803664,0.199,1.368,290.2,1.11,1365.0,826.03,8.5,4535.0,4.607,0.668,15.856,0.08,-0.1,263.24,-232.76,1.5675940353155644,0.977049639432793,0.2866349955311515,0.2576474475176868,True,False,False,False,True,True,False,False,0.42683,0.00691,0.56626,0.43374,FALSE POSITIVE,0.66763
K07052.01,8543278,,FALSE POSITIVE,0.0,283.94864,44.669498,FALSE POSITIVE,FALSE POSITIVE,7.549299761,0.899,2.46338,44575.7,18.8,690.0,53.74,907.2,5085.0,4.679,0.634,14.608,2.43,-1.21,22.43,-12.07,1.6435320080575142,1.0243962826376432,0.31487523056377653,0.2830333415559718,True,False,False,False,False,False,False,False,0.37377,0.01275,0.61348,0.38652,FALSE POSITIVE,0.03273
K07054.01,8552540,,FALSE POSITIVE,0.0,288.89041,44.61702,FALSE POSITIVE,FALSE POSITIVE,0.530967171,0.84,3.8102,378394.0,92.29,2312.0,6728.14,671.9,5951.0,4.439,0.991,10.292,26.82,-11.46,5635.99,-2109.21,1.8131970236727373,1.1301960149723396,0.36658559386060685,0.3295151927010058,True,False,False,False,False,False,True,False,0.00562,0.00789,0.98649,0.01351,FALSE POSITIVE,0.01297
K07055.01,8553788,,FALSE POSITIVE,0.0,289.4288,44.641411,FALSE POSITIVE,FALSE POSITIVE,1.606163631,0.901,4.92516,144603.0,130.46,2943.0,17727.93,1662.0,8027.0,3.997,2.314,12.691,12.91,-24.02,4362.54,-6475.33,,,,,False,False,False,False,False,False,False,False,0.00565,0.00208,0.99227,0.00773,FALSE POSITIVE,0.00408
K07058.01,8559863,,FALSE POSITIVE,0.0,291.7309,44.622631,FALSE POSITIVE,FALSE POSITIVE,22.470494368,0.86,7.39097,45979.0,19.12,518.0,17.04,2393.2,5315.0,4.636,0.697,12.723,2.8,-1.29,8.15,-3.75,1.6833474388378145,1.049223399217543,0.3279674768235265,0.29480194654836184,True,False,False,False,False,False,False,False,0.0058,0.00753,0.98667,0.01333,FALSE POSITIVE,0.01347
K07185.01,9529856,,FALSE POSITIVE,0.0,293.26245,46.15062,FALSE POSITIVE,FALSE POSITIVE,37.482223878,1.2,4.81451,28976.8,114.14,902.0,156.47,1262.3,6422.0,3.78,2.415,13.46,18.29,-42.68,80.94,-101.59,1.919520602636351,1.196500180571744,0.39537674633566144,0.3553950887217608,True,False,False,False,False,False,True,True,0.01447,0.00746,0.97807,0.02193,FALSE POSITIVE,0.02296
K07187.01,9540450,,FALSE POSITIVE,0.0,297.09329,46.132381,FALSE POSITIVE,FALSE POSITIVE,1.077358008,0.619,3.6713,311051.0,70.64,1925.0,3242.53,537.4,6100.0,4.397,1.064,14.146,22.44,-12.08,3570.72,-1500.5,1.8464768478412803,1.15094943545344,0.3758104373248,0.337807232753664,True,False,False,False,False,False,True,False,0.01402,0.00783,0.97815,0.02185,FALSE POSITIVE,0.00487
K07190.01,9541567,,FALSE POSITIVE,0.0,297.40424,46.119991,FALSE POSITIVE,FALSE POSITIVE,1.12284501,,0.95,,,,42791.46,,,,,11.872,,,62588.41,-21938.48,,,,,False,False,False,False,False,False,False,False,0.1408,0.00651,0.85269,0.14731,FALSE POSITIVE,0.05282
K07191.01,9569866,,FALSE POSITIVE,0.0,282.22711,46.246159,FALSE POSITIVE,FALSE POSITIVE,1.480324075,0.388,3.20209,400007.0,47.81,1313.0,701.93,1095.9,5260.0,4.56,0.717,13.983,5.34,-4.8,273.65,-192.4,1.67342368981248,1.04303530395904,0.3247788413248,0.29193569928422397,True,False,False,False,False,False,False,False,0.00568,0.00209,0.99223,0.00777,FALSE POSITIVE,0.01276
K07192.01,9579192,,FALSE POSITIVE,0.0,287.63187,46.29871,FALSE POSITIVE,FALSE POSITIVE,12.08353781,0.749,7.90317,43086.6,50.33,1310.0,696.82,3799.5,6770.0,3.89,2.214,12.344,10.32,-15.48,415.47,-401.04,1.9963905844770298,1.24443742501269,0.415118561322425,0.37314093861338904,True,False,False,False,False,False,False,False,0.01157,0.00762,0.98081,0.01919,FALSE POSITIVE,0.01286
K07892.01,8540376,Kepler-457 d,CANDIDATE,0.994,282.37753,44.694592,CONFIRMED,CANDIDATE,10.692115,0.734,4.657,408.4,2.71,1008.0,244.47,9.4,6474.0,4.311,1.242,14.294,0.82,-0.45,214.97,-98.88,1.931267537051692,1.2038257147500544,0.39844628413062144,0.35815426477357587,True,False,False,False,False,False,True,False,0.6808,0.22119,0.09801,0.90199,CANDIDATE,0.86056
K07318.01,10363300,,FALSE POSITIVE,0.0,299.63449,47.477249,FALSE POSITIVE,FALSE POSITIVE,0.934926138,0.905,3.1925,131941.0,58.67,1957.0,3455.76,1149.3,5962.0,4.423,1.078,14.681,18.01,-7.73,3198.24,-1209.55,1.8156305323677724,1.1317135551650612,0.36726757350288386,0.3301282113129607,True,False,False,False,False,False,True,False,0.01402,0.00783,0.97815,0.02185,FALSE POSITIVE,0.01184
K07319.01,10388451,,CANDIDATE,,283.84756,47.515659,CANDIDATE,CANDIDATE,17.1677675,0.4828,2.975,335.1,0.97,370.0,4.43,7.4,3761.0,4.724,0.526,15.929,0.1,-0.09,1.17,-0.99,1.506159747861692,0.9387650955190902,0.25538544293728804,0.22955347579070293,True,False,False,False,True,True,False,False,0.58765,0.0398,0.37255,0.62745,CANDIDATE,0.88157
K07320.01,10396708,,CANDIDATE,1.0,288.29715,47.56004,CANDIDATE,CANDIDATE,8.50207749,0.073,3.057,117.3,0.75,679.0,50.14,10.5,4889.0,4.57,0.715,14.755,0.07,-0.07,16.48,-13.42,1.6132614056141474,1.0055217597046548,0.3042751360232532,0.2735047936818272,True,False,False,False,True,True,False,False,0.60813,0.04558,0.34629,0.65371,CANDIDATE,0.81185
K07323.01,10407464,,FALSE POSITIVE,0.0,292.94501,47.528469,FALSE POSITIVE,FALSE POSITIVE,0.93373711,0.121,3.151,12.9,0.37,2077.0,4422.99,11.2,6300.0,4.391,1.025,12.72,0.07,-0.05,2413.54,-1499.26,1.89182189269248,1.1792269614310402,0.38805791255679994,0.348816284500224,True,False,False,False,True,True,True,False,0.03925,0.03909,0.92166,0.07834,FALSE POSITIVE,0.08917
K07324.01,10417704,,FALSE POSITIVE,0.0,296.65329,47.515259,FALSE POSITIVE,FALSE POSITIVE,3.0082548,,2.38,,,,6114.15,,,,,13.907,,,13711.87,-2311.24,,,,,False,False,False,False,False,False,False,False,0.07342,0.00808,0.9185,0.0815,FALSE POSITIVE,0.07897
K07326.01,10422852,,FALSE POSITIVE,0.0,298.07645,47.512798,FALSE POSITIVE,FALSE POSITIVE,1.398890216,1.123,4.9641,66012.0,57.48,1784.0,2389.78,204.0,6134.0,4.378,1.051,14.855,16.79,-9.03,2123.51,-937.14,1.854149118654266,1.1557339098170663,0.37790750229125825,0.3396922468944261,True,False,False,False,False,False,True,True,0.01402,0.00783,0.97815,0.02185,FALSE POSITIVE,0.02374
K07449.01,11495989,,CANDIDATE,,285.37671,49.461712,CANDIDATE,CANDIDATE,1.322475635,1.198,5.307,997.3,14.03,1097.0,342.59,53.9,4668.0,4.7,0.548,14.335,0.92,-1.0,92.77,-79.07,1.5833785112259504,0.9868902237033635,0.29302305941459966,0.2633899797979337,True,False,False,False,False,False,False,True,0.03248,0.00209,0.96543,0.03457,FALSE POSITIVE,0.04926
K07450.01,11499757,,FALSE POSITIVE,0.0,287.7262,49.435261,FALSE POSITIVE,FALSE POSITIVE,12.314402323,0.506,5.8903,393895.0,75.21,864.0,131.33,2540.6,6247.0,4.433,1.066,14.76,22.09,-7.9,113.96,-40.02,1.8797714828023206,1.1717122128567765,0.38483666034788,0.34592075019288443,True,False,False,False,False,False,True,False,0.00542,0.00209,0.99249,0.00751,FALSE POSITIVE,0.0144
K07452.01,11502172,,FALSE POSITIVE,0.0,289.07819,49.480019,FALSE POSITIVE,FALSE POSITIVE,25.431861399,1.126,5.23771,46564.7,43.42,601.0,30.92,785.0,5754.0,4.458,0.9,14.164,10.9,-5.89,22.92,-10.2,1.7704637557770653,1.1035476259389874,0.3543967438012839,0.31855886186043336,True,False,False,False,False,False,True,True,0.03218,0.01135,0.95647,0.04353,FALSE POSITIVE,0.02274
K07454.01,11506235,,FALSE POSITIVE,0.0,291.30069,49.495689,FALSE POSITIVE,FALSE POSITIVE,20.413052415,0.777,4.4621,92672.5,35.03,668.0,47.14,1620.8,5941.0,4.487,0.963,14.874,10.8,-3.6,42.49,-13.89,1.8109885099582275,1.1288187827459486,0.36596560312209264,0.32895789474819737,True,False,False,False,False,False,True,False,0.00563,0.00791,0.98646,0.01354,FALSE POSITIVE,0.01014
K07456.01,11560382,,FALSE POSITIVE,0.0,292.53864,49.538761,FALSE POSITIVE,FALSE POSITIVE,0.527679032,0.284,1.395,84.1,0.79,2115.0,4714.94,14.8,5799.0,4.548,0.86,15.356,0.23,-0.07,3888.36,-1285.29,1.780067452364516,1.1095364465637783,0.3571730809702641,0.3210544611079301,True,False,False,False,True,True,True,False,0.17423,0.04745,0.77831,0.22169,FALSE POSITIVE,0.10622
K06271.01,2438062,,FALSE POSITIVE,0.0,290.27707,37.791946,FALSE POSITIVE,FALSE POSITIVE,2.44295727,1.242,4.0656,15298.0,44.35,1352.0,788.17,85.5,5780.0,4.438,1.0,16.389,0.0,0.0,0.0,0.0,1.776,1.107,0.356,0.32,True,False,False,False,False,False,True,True,0.01414,0.00207,0.9838,0.0162,FALSE POSITIVE,0.01976
K06272.01,2438517,,FALSE POSITIVE,0.0,290.32913,37.763889,FALSE POSITIVE,FALSE POSITIVE,3.31587688,0.688,3.152,185.6,1.27,1097.0,342.77,11.4,5385.0,4.476,0.875,15.539,0.26,-0.17,231.95,-116.74,1.6963256304344645,1.0573162081224932,0.33207300112140153,0.29849236973225685,True,False,False,False,True,True,False,False,0.30207,0.44559,0.25234,0.74766,CONFIRMED,0.81878
K06273.01,2442084,,FALSE POSITIVE,0.0,291.1601,37.761101,FALSE POSITIVE,FALSE POSITIVE,49.788613011,0.753,7.41807,219219.0,32.57,271.0,1.28,1566.8,3892.0,4.708,0.542,15.591,1.62,-2.1,0.27,-0.25,1.5133044211042221,0.9432146287153316,0.25998262455943166,0.23368678558163927,True,False,True,False,False,False,False,False,0.00561,0.0123,0.98209,0.01791,FALSE POSITIVE,0.00096
